source_sheet,content
CDA,"Product: CDA | Section: offered in lcy (pkr) & fcy (usd, gbp, eur, jpy & aed) | Detail: minimum account opening deposit of rs.5,000 for lcy, us $500 or equivalent for fcy"
CDA,Product: CDA | Section: no minimum monthly balance requirement
CDA,Product: CDA | Section: debit card for pkr account
CDA,Product: CDA | Section: no limits on monthly credits and debits
CDA,Product: CDA | Section: what are the free services offered with current deposit account?
CDA,Product: CDA | Section: free sms alerts facility on digital transactions
CDA,Product: CDA | Section: free e-statement & i-net banking
CDA,Product: CDA | Section: free inter branch online cash deposit/withdrawal (online)
CDA,Product: CDA | Section: free internal fund transfer within nust via branch (online transfer)
CDA,Product: CDA | Section: free banker’s cheque issuance
CDA,Product: CDA | Section: what is the target market for current deposit account?
CDA,"Product: CDA | Section: what is the target market for current deposit account? | Detail: individuals (either singly or jointly) proprietorship concerns, business owners partnership firms public and private limited companies government organizations corporations, clubs, societies, ngos etc."
CDA,Product: CDA | Section: main features
CDA,Product: CDA | Section: non-interest based account
CDA,Product: CDA | Section: frequent transaction and funds accessibility
NMA,Product: NMA | Section: is there any account which provides lucrative profits on my long term savings?
NMA,"Product: NMA | Section: is there any account which provides lucrative profits on my long term savings? | Detail: yes, nust maximiser account has been designed to fulfill your basic banking needs and provide lucrative profit on your savings."
NMA,Product: NMA | Section: this product is available in two variants:
NMA,Product: NMA | Section: · nust maximiser savings account
NMA,Product: NMA | Section: · nust maximiser term deposit
NMA,Product: NMA | Section: what are the main features of nust maximiser savings account?
NMA,"Product: NMA | Section: - attractive profit payment on monthly, quarterly, semi-annual & annual basis:"
NMA,"Product: NMA | Section: - minimum monthly average balance requirement rs. 100,000"
NMA,Product: NMA | Section: - chip-based debit card & cheque book issuance as per prevailing soc
NMA,Product: NMA | Section: what are the free services available with nust maximiser savings account?
NMA,Product: NMA | Section: what are the free services available with nust maximiser savings account? | Detail: o bankers cheque issuance | profit payment
NMA,Product: NMA | Section: what are the free services available with nust maximiser savings account? | Detail: o cdr issuance | monthly | 0.19
NMA,Product: NMA | Section: what are the free services available with nust maximiser savings account? | Detail: o inter branch online cash withdrawal/ deposit (online) | quarterly | 0.1905
NMA,Product: NMA | Section: what are the free services available with nust maximiser savings account? | Detail: o internal fund transfer within nust via branch (online transfer) | semi-annually | 0.191
NMA,Product: NMA | Section: what are the free services available with nust maximiser savings account? | Detail: o internet banking | annually | 0.1915
NMA,Product: NMA | Section: o sms on digital transactions
NMA,Product: NMA | Section: o e-statements
NMA,Product: NMA | Section: what are main features of nust maximiser term deposit
NMA,"Product: NMA | Section: what are main features of nust maximiser term deposit | Detail: - tenure: 1, 2, 3 & 5 years | nust maximiser - term deposit"
NMA,"Product: NMA | Section: what are main features of nust maximiser term deposit | Detail: - minimum investment: rs. 100,000 | tenure | payout | profit rate"
NMA,Product: NMA | Section: what are main features of nust maximiser term deposit | Detail: - roll-over option available | one year | monthly | 0.1675
NMA,Product: NMA | Section: what are main features of nust maximiser term deposit | Detail: - attractive profit payments on monthly basis. | two years | 0.1425
NMA,Product: NMA | Section: what are main features of nust maximiser term deposit | Detail: three years | 0.13752
NMA,Product: NMA | Section: what are main features of nust maximiser term deposit | Detail: five years | 0.13
NMA,Product: NMA | Section: is there any premature encashment penalty in nust maximiser term deposit?
NMA,Product: NMA | Section: the encashment of nust maximiser term deposit before maturity will be subject to premature encashment penalty as below:
NMA,Product: NMA | Section: the encashment of nust maximiser term deposit before maturity will be subject to premature encashment penalty as below: | Detail: principal amount x 1.5% per annum on the remaining period of the term deposits
NMA,"Product: NMA | Section: the encashment of nust maximiser term deposit before maturity will be subject to premature encashment penalty as below: | Detail: (for e.g., deal booked for 5 years matured after 2 years – penalty/charges will be 4.5% x principal amount)"
NMA,Product: NMA | Section: the encashment of nust maximiser term deposit before maturity will be subject to premature encashment penalty as below: | Detail: minimum penalty/charges are 1.5% of the principal amount. the penalty amount will be to the extent of profit paid/payable only
NADA,Product: NADA | Section: is nust bank offering a simple digital banking account ?
NADA,"Product: NADA | Section: yes, nust asaan digital account is being offered"
NADA,Product: NADA | Section: what is the target market of nust asaan digital account ?
NADA,Product: NADA | Section: what is the target market of nust asaan digital account ? | Detail: nust asaan digital account is specially designed for unbanked / under-banked customer segments. this account is most suited for but not limited to skilled/unskilled workforce
NADA,Product: NADA | Section: what is the account type of nust asaan digital account ? is it current or saving?
NADA,Product: NADA | Section: nust asaan digital account is a current account in pkr currency
NADA,Product: NADA | Section: what are the free benefits of nust asaan digital account ?
NADA,Product: NADA | Section: free issuance of first cheque book (25 leaves)*
NADA,Product: NADA | Section: free first issuance of paypak debit card *
NADA,Product: NADA | Section: free first cheque book & debit card delivery*
NADA,Product: NADA | Section: free sms alerts facility (digital transactions)
NADA,Product: NADA | Section: free e-statement & i-net banking
NADA,Product: NADA | Section: free inter branch online cash deposit/withdrawal (online)
NADA,Product: NADA | Section: free internal fund transfer within nust via branch (online transfer)
NADA,Product: NADA | Section: free banker’s cheque issuance
NADA,Product: NADA | Section: who is eligible for this account?
NADA,Product: NADA | Section: skilled/unskilled workforce
NADA,Product: NADA | Section: less educated/uneducated people
NADA,"Product: NADA | Section: farmers, laborers/daily wagers"
NADA,Product: NADA | Section: women/housewives
NADA,Product: NADA | Section: self-employed individuals
NADA,Product: NADA | Section: young adults
NADA,Product: NADA | Section: is there a monthly transaction limit (debit and credit limit) in nust asaan digital account ?
NADA,"Product: NADA | Section: maximum credit balance limit pkr 1,000,000/-"
NADA,"Product: NADA | Section: monthly debit limit pkr 1,000,000/-"
NADRA,"Product: NADRA | Section: i would like to inquire about opening of a digital remittance account, please tell me what options are available?"
NADRA,"Product: NADRA | Section: i would like to inquire about opening of a digital remittance account, please tell me what options are available? | Detail: nust asaan digital remittance account is specially designed for pakistani resident individuals who wish to receive remittances from their families and friends living abroad, directly in a bank account without the hassle of visiting the branch."
NADRA,Product: NADRA | Section: what is the account type of nust asaan digital remittance account ? is it current or saving?
NADRA,Product: NADRA | Section: nust asaan digital remittance account is a current account in pkr currency
NADRA,Product: NADRA | Section: what are the free benefits of nust asaan digital remittance account ?
NADRA,Product: NADRA | Section: free issuance of first cheque book (25 leaves)*
NADRA,Product: NADRA | Section: free first issuance of paypak debit card*
NADRA,Product: NADRA | Section: free first cheque book & debit card delivery*
NADRA,Product: NADRA | Section: free sms alerts facility (digital transactions)
NADRA,Product: NADRA | Section: free e-statement & i-net banking
NADRA,Product: NADRA | Section: free inter branch online cash deposit/withdrawal (online)
NADRA,Product: NADRA | Section: free internal fund transfer within nust via branch (online transfer)
NADRA,Product: NADRA | Section: free banker’s cheque issuance
NADRA,"Product: NADRA | Section: free banker’s cheque issuance | Detail: free accidental death & disability insurance/takaful up to pkr 2.5 mn on monthly average balance of pkr 100,000"
NADRA,Product: NADRA | Section: what is the target market?
NADRA,Product: NADRA | Section: individuals- beneficiaries (families) of pakistanis working abroad
NADRA,Product: NADRA | Section: are there any transaction limits in nust asaan digital remittance account ?
NADRA,Product: NADRA | Section: the following transaction limits apply:
NADRA,"Product: NADRA | Section: maximum credit balance limit pkr 3,000,000"
NADRA,"Product: NADRA | Section: cash withdrawal limit pkr 500,000/ per day"
NADRA,"Product: NADRA | Section: fund transfer limit pkr 500,000/ per day"
NADRA,"Product: NADRA | Section: local credit limit pkr 1,000,000/ per day"
NUST4Car,Product: NUST4Car | Section: 1.what are the benefits of nust bank auto finance?
NUST4Car,Product: NUST4Car | Section: 1.what are the benefits of nust bank auto finance? | Detail: - competitive floating & fixed mark up rate | - partial payment option available to reduce monthly instalment
NUST4Car,Product: NUST4Car | Section: 1.what are the benefits of nust bank auto finance? | Detail: - attractive insurance rate at 1.75% per annum | - quick processing & minimum documentation
NUST4Car,Product: NUST4Car | Section: 1.what are the benefits of nust bank auto finance? | Detail: - free tracker & its installation | - no hidden charges
NUST4Car,"Product: NUST4Car | Section: - free accidental life insurance up to rs.1,000,000"
NUST4Car,Product: NUST4Car | Section: 2. who can apply for nust auto finance?
NUST4Car,Product: NUST4Car | Section: 2. who can apply for nust auto finance? | Detail: · salaried individuals | · specially abled persons/visually impaired person/persons with disabilities (pwd)
NUST4Car,Product: NUST4Car | Section: 2. who can apply for nust auto finance? | Detail: · self employed businessman/woman (seb) | · individuals having any other verifiable source of income
NUST4Car,Product: NUST4Car | Section: · self employed professionals (sep)
NUST4Car,Product: NUST4Car | Section: 3. which types of vehicles are offered under nust auto finance?
NUST4Car,Product: NUST4Car | Section: locally assembled/manufactured
NUST4Car,Product: NUST4Car | Section: new/used vehicles
NUST4Car,Product: NUST4Car | Section: (commercial vehicles or vehicles for commercial use cannot be financed)
NUST4Car,"Product: NUST4Car | Section: 4. can i avail loan facility, if there are defaults against my previous loan(s)?"
NUST4Car,Product: NUST4Car | Section: no. regular payment against previous loans is necessary.
NUST4Car,Product: NUST4Car | Section: 5. how much loan can i avail?
NUST4Car,"Product: NUST4Car | Section: 5. how much loan can i avail? | Detail: up to a maximum of rs.3 million from all banks/dfis in aggregate, subject to a maximum of 40% debt burden requirement."
NUST4Car,Product: NUST4Car | Section: 6. what is maximum period of loan?
NUST4Car,Product: NUST4Car | Section: up to 1000 cc vehicles up to 5 years
NUST4Car,Product: NUST4Car | Section: for vehicles greater than 1000 cc up to 3 years
NUST4Car,Product: NUST4Car | Section: 7. how much equity/down payment is required?
NUST4Car,Product: NUST4Car | Section: 7. how much equity/down payment is required? | Detail: minimum 30% equity +(1st year insurance + documentation charges) is required as down payment
NUST4Car,Product: NUST4Car | Section: 8. can i avail more than one vehicle through auto loan facility?
NUST4Car,"Product: NUST4Car | Section: 8. can i avail more than one vehicle through auto loan facility? | Detail: yes. two vehicles can be availed simultaneously from nust bank, subject to debt burden limitations"
NUST4Car,"Product: NUST4Car | Section: 8. can i avail more than one vehicle through auto loan facility? | Detail: 9. can i avail auto loan facility, if i am not a salaried person/businessman/"
NUST4Car,Product: NUST4Car | Section: professional?
NUST4Car,"Product: NUST4Car | Section: professional? | Detail: yes. the individual with foreign remittance, supported by bank statement and remittance receipts can avail auto loan facility"
NUST4Car,Product: NUST4Car | Section: 10. are there any hidden charges?
NUST4Car,Product: NUST4Car | Section: 10. are there any hidden charges? | Detail: there are no hidden charges. all charges are mentioned in our schedule of charges available at our website and at all branches of nust bank.
NUST4Car,Product: NUST4Car | Section: 11. is insurance of vehicle is mandatory?
NUST4Car,Product: NUST4Car | Section: 11. is insurance of vehicle is mandatory? | Detail: yes. comprehensive insurance of vehicle is mandatory for the whole tenor of loan at the cost of the borrower
NUST4Car,Product: NUST4Car | Section: through any of the insurance companies listed with nust bank.
NUST4Car,Product: NUST4Car | Section: 12. what will be the monthly insurance charges on the vehicle valuing rs.3 million?
NUST4Car,"Product: NUST4Car | Section: 12. what will be the monthly insurance charges on the vehicle valuing rs.3 million? | Detail: with the current insurance rate of 1.75% per annum, it will be rs.4,375/- per month."
NUST4Car,"Product: NUST4Car | Section: 12. what will be the monthly insurance charges on the vehicle valuing rs.3 million? | Detail: insurance rate once fixed, shall remain unchanged during the whole tenor of financing."
NUST4Car,Product: NUST4Car | Section: 13. who will insure my vehicle?
NUST4Car,"Product: NUST4Car | Section: 13. who will insure my vehicle? | Detail: nust bank has insurance arrangements with reputed insurance companies with attractive insurance rate,"
NUST4Car,Product: NUST4Car | Section: free tracker and free accidental life insurance up to rs.1 million.
NUST4Car,Product: NUST4Car | Section: free tracker and free accidental life insurance up to rs.1 million. | Detail: customer has to select insurance company of his/her choice from nust panel of insurance companies.
NUST4Car,Product: NUST4Car | Section: 14. can i pay my loan before maturity?
NUST4Car,"Product: NUST4Car | Section: 14. can i pay my loan before maturity? | Detail: yes. you can pay your loan before maturity. however, charges shall be applicable as per prevailing soc"
NUST4Car,Product: NUST4Car | Section: https://nustbank.com/nustuploads/uploads/soc-conv-english.pdf
NUST4Car,Product: NUST4Car | Section: 15. what is the security against the loan?
NUST4Car,"Product: NUST4Car | Section: 15. what is the security against the loan? | Detail: financed vehicle will be the security against the loan, which will be hypothecated in favour of nust bank."
NUST4Car,Product: NUST4Car | Section: 16. whether bank is responsible for delay in booking or delivery of vehicle?
NUST4Car,"Product: NUST4Car | Section: 16. whether bank is responsible for delay in booking or delivery of vehicle? | Detail: no. bank does not assume any responsibility in this regard, as same is beyond the control of bank."
NUST4Car,Product: NUST4Car | Section: 17. whether bank is responsible for any type of dispute related to warranty/fault in vehicle/service issues with dealership or vehicle manufacturer?
NUST4Car,Product: NUST4Car | Section: 17. whether bank is responsible for any type of dispute related to warranty/fault in vehicle/service issues with dealership or vehicle manufacturer? | Detail: no. bank does not assume this responsibility. customer will take up the matter directly with dealership or manufacturer.
NUST4Car,Product: NUST4Car | Section: 18. what is the loan application processing time?
NUST4Car,"Product: NUST4Car | Section: 18. what is the loan application processing time? | Detail: the processing time for loan approval is approximately 11 working days, subject to complete application with required documents/formalities."
NUST4Car,Product: NUST4Car | Section: 19. how can i apply for loan?
NUST4Car,Product: NUST4Car | Section: 19. how can i apply for loan? | Detail: you can apply by visiting any of our branch or by calling us at 24 hours contact centre at 111-000-787.
NUST4Car,Product: NUST4Car | Section: 19. how can i apply for loan? | Detail: our dedicated staff will help you to complete your loan application and other formalities.
ESFCA,Product: ESFCA | Section: does nust bank offer a digital banking account for freelancers ?
ESFCA,"Product: ESFCA | Section: does nust bank offer a digital banking account for freelancers ? | Detail: nust freelancer digital account is exclusively designed for freelancers, so that they can receive their payments directly in a bank account and enjoy other lifestyle banking services as well."
ESFCA,Product: ESFCA | Section: what is the account type of nust freelancer digital account ? is it current or saving?
ESFCA,"Product: ESFCA | Section: what is the account type of nust freelancer digital account ? is it current or saving? | Detail: nust freelancer digital account offered current account in pkr & fcy (usd, gbp, eur, aed)"
ESFCA,Product: ESFCA | Section: what are the free benefits of nust freelancer digital account?
ESFCA,Product: ESFCA | Section: free issuance of first cheque book (25 leaves)*
ESFCA,Product: ESFCA | Section: free first issuance of visa debit card*
ESFCA,Product: ESFCA | Section: free first cheque book & debit card delivery*
ESFCA,Product: ESFCA | Section: free sms alerts facility (digital transactions)
ESFCA,"Product: ESFCA | Section: free sms alerts facility (digital transactions) | Detail: free accidental death & disability insurance/takaful up to pkr 2.5 mn on monthly average balance of pkr 100,000"
ESFCA,Product: ESFCA | Section: what is the target market?
ESFCA,Product: ESFCA | Section: individuals running a freelance service business
ESFCA,Product: ESFCA | Section: are there any credit and debit limits in nust freelancer digital account?
ESFCA,Product: ESFCA | Section: the following transaction limits apply:
ESFCA,"Product: ESFCA | Section: maximum credit balance limit usd 5,000 or equivalent"
ESFCA,"Product: ESFCA | Section: monthly debit limit usd 5,000 or equivalent"
ESFCA,"Product: ESFCA | Section: cash withdrawal limit pkr 500,000 or equivalent / per day"
NFDA,Product: NFDA | Section: does nust bank offer a digital banking account for freelancers ?
NFDA,"Product: NFDA | Section: does nust bank offer a digital banking account for freelancers ? | Detail: nust freelancer digital account is exclusively designed for freelancers, so that they can receive their payments directly in a bank account and enjoy other lifestyle banking services as well."
NFDA,Product: NFDA | Section: what is the account type of nust freelancer digital account ? is it current or saving?
NFDA,"Product: NFDA | Section: what is the account type of nust freelancer digital account ? is it current or saving? | Detail: nust freelancer digital account offered current account in pkr & fcy (usd, gbp, eur, aed)"
NFDA,Product: NFDA | Section: what are the free benefits of nust freelancer digital account?
NFDA,Product: NFDA | Section: free issuance of first cheque book (10 leaves)*
NFDA,Product: NFDA | Section: free first issuance of unionpay debit card*
NFDA,Product: NFDA | Section: free first cheque book & debit card delivery*
NFDA,Product: NFDA | Section: free sms alerts facility (digital transactions)
NFDA,"Product: NFDA | Section: free sms alerts facility (digital transactions) | Detail: free accidental death & disability insurance/takaful up to pkr 2.5 mn on monthly average balance of pkr 100,000"
NFDA,Product: NFDA | Section: what is the target market?
NFDA,Product: NFDA | Section: individuals running a freelance service business
NFDA,Product: NFDA | Section: are there any credit and debit limits in nust freelancer digital account?
NFDA,Product: NFDA | Section: the following transaction limits apply:
NFDA,"Product: NFDA | Section: maximum credit balance limit usd 5,000 or equivalent"
NFDA,"Product: NFDA | Section: monthly debit limit usd 5,000 or equivalent"
NFDA,"Product: NFDA | Section: cash withdrawal limit pkr 500,000 or equivalent / per day"
NSA,Product: NSA | Section: is nust bank offering any account specifically for women?
NSA,Product: NSA | Section: - yes! nust bank offers nust sahar account.
NSA,Product: NSA | Section: - yes! nust bank offers nust sahar account. | Detail: - female individual resident pakistanis can open the account offered under nust sahar banking.
NSA,Product: NSA | Section: what is the account type of nust sahar account?
NSA,Product: NSA | Section: nust sahar deposit suite consists of following variants:
NSA,Product: NSA | Section: 1- nust sahar current account
NSA,Product: NSA | Section: 2-nust sahar savings account
NSA,Product: NSA | Section: 3-nust sahar term deposits
NSA,Product: NSA | Section: 4-nust sahar asaan current account
NSA,Product: NSA | Section: what are the free facilities nust is offering on nust sahar current account ?
NSA,Product: NSA | Section: · first cheque book
NSA,Product: NSA | Section: · first debit card issuance*
NSA,Product: NSA | Section: · 50% discount on first year locker rental (subject to locker availability)
NSA,Product: NSA | Section: . bankers cheque issuance
NSA,Product: NSA | Section: . inter branch online cash withdrawal/ deposit (online)
NSA,Product: NSA | Section: . internal fund transfer within nust via branch (online transfer)
NSA,Product: NSA | Section: · sms alerts on all banking transactions
NSA,Product: NSA | Section: · i-net and mobile banking
NSA,Product: NSA | Section: · e-statement facility and much more
NSA,Product: NSA | Section: *subsequent charges/annual fees would be as per prevailing schedule of charges
NSA,Product: NSA | Section: can we open this account online?
NSA,Product: NSA | Section: · digital account opening facility available with account opening within 48 hours
NSA,Product: NSA | Section: does the bank offer option of term deposits with this account.
NSA,"Product: NSA | Section: does the bank offer option of term deposits with this account. | Detail: · yes, option to book exclusive nust sahar term deposits from nust sahar current account at attractive rates is available."
NSA,Product: NSA | Section: is there a minimum balance requirement for nust sahar current account
NSA,Product: NSA | Section: · no minimum average balance requirement for account maintenance
NSA,Product: NSA | Section: what is the profit payment system for nust sahar savings account ?
NSA,Product: NSA | Section: · monthly profit payment
NSA,Product: NSA | Section: · profit calculation on monthly average balance
NSA,Product: NSA | Section: what are the free services offered on nust sahar savings account?
NSA,Product: NSA | Section: · first debit card issuance*
NSA,Product: NSA | Section: · sms alerts on digital transactions
NSA,Product: NSA | Section: · i-net banking
NSA,Product: NSA | Section: . internal fund transfer within nust via branch (online transfer)
NSA,Product: NSA | Section: . inter branch online cash withdrawal/ deposit (online)
NSA,Product: NSA | Section: · e-statement facility
NSA,Product: NSA | Section: · e-statement facility | Detail: · debit card and cheque book delivery at customer address & activation via contact centre
NSA,Product: NSA | Section: *subsequent charges/annual fees would be as per prevailing schedule of charges
NSA,Product: NSA | Section: what are the main features of nust sahar term deposit ?
NSA,"Product: NSA | Section: · flexibility to choose from multiple tenure: 1, 3 or 5 years"
NSA,"Product: NSA | Section: · investments starts from as low as rs. 50,000/-"
NSA,Product: NSA | Section: · monthly profit payment in your nust sahar current account
NSA,Product: NSA | Section: · roll-over option available
NSA,Product: NSA | Section: note: deals to be booked from nust sahar current account only
NSA,Product: NSA | Section: what is the premature encashment penalty on nust sahar term deposit ?
NSA,Product: NSA | Section: - the encashment of nust sahar term deposit before maturity will be subject to premature encashment penalty as below:
NSA,Product: NSA | Section: - the encashment of nust sahar term deposit before maturity will be subject to premature encashment penalty as below: | Detail: - principal amount x 1.5% per annum on the remaining period of the term deposits
NSA,"Product: NSA | Section: - the encashment of nust sahar term deposit before maturity will be subject to premature encashment penalty as below: | Detail: (for e.g., deal booked for 5 years matured after 2 years – penalty/charges will be 4.5% x principal amount)"
NSA,Product: NSA | Section: - the encashment of nust sahar term deposit before maturity will be subject to premature encashment penalty as below: | Detail: - minimum penalty/charges are 1.5% of the principal amount. the penalty amount will be to the extent of profit paid/payable only
NSA,Product: NSA | Section: https://nustbank.com/nustuploads/uploads/soc-conv-english.pdf
NSA,Product: NSA | Section: what is the initial deposit requirement of nust sahar asaan current account?
NSA,Product: NSA | Section: - rs. 100 only
NSA,Product: NSA | Section: what are the main features of nust sahar asaan current account ?
NSA,Product: NSA | Section: - simplified account opening with single pager account opening form & cnic
NSA,Product: NSA | Section: - cheque book issuance
NSA,Product: NSA | Section: - free paypak debit card issuance
NSA,Product: NSA | Section: is there any transaction limitation for nust sahar asaan current account ?
NSA,"Product: NSA | Section: - monthly withdrawal limits up to rs. 1,000,000"
NSA,"Product: NSA | Section: - total credit balance limit of up to rs. 1,000,000"
NSA,"Product: NSA | Section: - total credit balance limit of up to rs. 1,000,000 | Detail: - cross border (outward) transactions shall not be allowed except in case of international transactions carried out through debit cards"
NSA,Product: NSA | Section: what are the free services offered on nust sahar asaan current account ?
NSA,Product: NSA | Section: - free inter branch online cash deposit/withdrawal (online)
NSA,Product: NSA | Section: - free internal fund transfer within nust via branch (online transfer)
NSA,Product: NSA | Section: - free banker’s cheque issuance
NSA,Product: NSA | Section: - free i-net banking
NSA,Product: NSA | Section: - free e-statement
NSA,Product: NSA | Section: - free sms alerts on digital transactions
PF,Product: PF | Section: who can apply for nust personal finance?
PF,Product: PF | Section: who can apply for nust personal finance? | Detail: 1· armed forces officers - serving employees - retired employees 2. jcos/equivalent & lower cadres - serving employees - retired employees 3. allied armed forces (spd & its allied concerns) and civilians (in ghq/nhq & ahq) - serving employees (permanent & contractual employees) 4. fauji foundation group - permanent employees - contractual employees | 5. salaried individuals - permanent employees - contractual employees 6. gop / semi government / autonomous bodies - permanent employees - contractual employees - retired employees 7. nust employees (governed under hr policy)
PF,Product: PF | Section: can overseas pakistanis obtain personal finance facility from nust?
PF,"Product: PF | Section: can overseas pakistanis obtain personal finance facility from nust? | Detail: no, the availability of applicants & their employers is mandatory within pakistan for applying clean personal finance."
PF,Product: PF | Section: what is the minimum and maximum financing amount?
PF,"Product: PF | Section: what is the minimum and maximum financing amount? | Detail: the minimum financing amount is rs. 50,000/ (rs. 35,000 for retired jcos & lower cadre - subject to pension with nust)."
PF,"Product: PF | Section: what is the minimum and maximum financing amount? | Detail: maximum finance up to rs. 3,000,000 (for non-prime customers) and up to rs. 4,000,000 (for prime customers). whereas maximum finance amount depends on case to case basis subject to income multiples within 40% debt burden ratio or limit as defined in the ppm personal finance.the maximum financing limit will be up to 40% debt burden ratio and as per sbp pr."
PF,Product: PF | Section: what are the minimum & maximum financing tenures?
PF,Product: PF | Section: minimum 01 year
PF,Product: PF | Section: minimum 01 year | Detail: maximum 04 years (up to 7 years for education loan) or as per prevailing sbp prs.
PF,Product: PF | Section: what is the age criteria for applying nust personal finance?
PF,Product: PF | Section: what is the age criteria for applying nust personal finance? | Detail: minimum: salaried: 21 years (18 years for armed forces) seb/sep: 23 years prime customers: 25 years
PF,Product: PF | Section: what is the age criteria for applying nust personal finance? | Detail: maximum: permanent: 60 years contractual: 65 years pensioners: 65 years (70 years for armed forces) seb/sep: 65 years at the time of loan maturity
PF,Product: PF | Section: what is the minimum monthly income criterion?
PF,"Product: PF | Section: what is the minimum monthly income criterion? | Detail: salaried (approved company): - category a company - pkr 40,000 (permanent) & pkr 60,000 (company / 3rd party contractual) - category b & c company - pkr 50,000 (permanent) & pkr 60,000 (company / 3rd party contractual) salaried (non-approved company): - pkr 70,000 (permanent) & pkr 80,000 (company contractual) salaried (gop): - serving - pkr 35,000 (permanent, bps-5 & above) & pkr 45,000 (contractual) - retired - pkr 40,000 subject to pension with nust | armed forces, allied concerns & civilians in ghq/nhq/ahq: - serving - pkr 25,000 (commissioned officers / jcos & lower cadre) - retired - pkr 40,000 (commissioned officers) and rs. 15,000 (jcos & lower cadre subject to pension with nust) - spd & its allied concerns - pkr 25,000 (permanent & contractual) - civilians in ghq/nhq/ahq - pkr 25,000 (permanent) and pkr 35,000 (contractual) fauji foundation & its allied concerns: - pkr 25,000 (permanent & contractual) seb/sep: - pkr 100,000 (branch customers) - pkr 150,000 (non-branch customers)"
PF,Product: PF | Section: in which area of the country one can avail personal finance form nust?
PF,Product: PF | Section: personal finance can be availed from all cities where nust branches exists.
PF,Product: PF | Section: what is the application processing time?
PF,Product: PF | Section: what is the application processing time? | Detail: the processing time of personal finance is 10 working days form login till approval (subject to complete application with required documents).
PF,Product: PF | Section: what is the application processing charges?
PF,Product: PF | Section: what is the application processing charges? | Detail: it will be as per prevailing schedule of charges (soc) or as per corporate arrangement.
PF,Product: PF | Section: what is the repayment mode?
PF,"Product: PF | Section: what is the repayment mode? | Detail: payment of equal monthly instalment (emi) comprising of principal, mark-up and insurance payment will be made through direct debit authority (dda) of borrower’s account maintained with nust."
PF,Product: PF | Section: can i make balloon payments or premature termination of facility?
PF,"Product: PF | Section: can i make balloon payments or premature termination of facility? | Detail: yes, balloon payment or premature termination option is available for all customers. charges will be applied as per prevailing bank’s schedule of charges / as per corporate arrangement."
PF,Product: PF | Section: what happens if i fail to fulfil your payment obligations?
PF,"Product: PF | Section: what happens if i fail to fulfil your payment obligations? | Detail: in case of overdue / default, recovery department of nust will contact you, your loan related details will be reported to credit bureau."
PF,Product: PF | Section: late payment will be applicable as per prevailing schedule of charges.
PF,Product: PF | Section: legal proceeding may also be initiated by the bank.
PF,Product: PF | Section: how will i get update of my personal loan application?
PF,Product: PF | Section: how will i get update of my personal loan application? | Detail: you can visit/ call or send email at our customer services centre(s) as well.
PF,Product: PF | Section: email address: [REDACTED_EMAIL]
NMC,Product: NMC | Section: 1.who can apply for nust credit card facility?
NMC,Product: NMC | Section: salaried individuals
NMC,Product: NMC | Section: self employed businessman/woman (seb)
NMC,Product: NMC | Section: self employed professionals (sep)
NMC,"Product: NMC | Section: specially abled persons/visually impaired person/persons with disabilities (pwd), women."
NMC,"Product: NMC | Section: specially abled persons/visually impaired person/persons with disabilities (pwd), women. | Detail: individuals having verifiable source of income can apply for nust mastercard credit card."
NMC,Product: NMC | Section: 2.what is the minimum age for applying nust mastercard credit card?
NMC,"Product: NMC | Section: 2.what is the minimum age for applying nust mastercard credit card? | Detail: minimum 21 years old & pakistani resident, can apply for nust mastercard credit card."
NMC,Product: NMC | Section: 3. what is the maximum age for applying nust mastercard credit card?
NMC,Product: NMC | Section: salaried (permanent): 60 years
NMC,Product: NMC | Section: salaried (contractual)/ pensioners/seb/sep: 65 years
NMC,Product: NMC | Section: 4.can overseas pakistanis obtain credit card facility from nust?
NMC,"Product: NMC | Section: 4.can overseas pakistanis obtain credit card facility from nust? | Detail: yes. the individuals maintaining fc account with nust, remittances/ roshan digital account holders/"
NMC,Product: NMC | Section: 4.can overseas pakistanis obtain credit card facility from nust? | Detail: holders of naya pakistan certificates can apply for nust mastercard credit cards on lien basis.
NMC,Product: NMC | Section: 4.can overseas pakistanis obtain credit card facility from nust? | Detail: note: facility can only be allowed in case of fc joint account maintaining with nust (one person should be residing in pakistan).
NMC,Product: NMC | Section: 5. what is the minimum and maximum financing amount?
NMC,"Product: NMC | Section: 5. what is the minimum and maximum financing amount? | Detail: clean facility, minimum rs. 30,000/- and maximum up to 3.0 million or as per 40% debt burden ratio subject to sbp prs."
NMC,Product: NMC | Section: 6. what would be the financing tenure?
NMC,Product: NMC | Section: 6. what would be the financing tenure? | Detail: nust credit card is an evergreen facility & renewable after expiry of credit card.
NMC,Product: NMC | Section: 7. what is the minimum monthly income criterion?
NMC,"Product: NMC | Section: 7. what is the minimum monthly income criterion? | Detail: gop / semi govt. / autonomous bodies etc: permanent, rs. 35,000/- contractual, rs. 45,000/-"
NMC,"Product: NMC | Section: approved company: permanent, rs. 40,000/- contractual, rs. 60,000/-"
NMC,"Product: NMC | Section: non-approved(salary account with nust): rs. 70,000/- contractual, rs. 80,000/-"
NMC,Product: NMC | Section: 8. in which area of the country one can avail credit card facility?
NMC,Product: NMC | Section: credit card can be availed from all cities / areas without discrimination
NMC,Product: NMC | Section: 9. what is the application processing time?
